Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,ProductionSchedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4
74770-1,,BALA,Regular,FALSE,74770,High Priority,1,5,0,3800,A-8',PRWLED-800-80-30-S-8'-AP-120-DP-1,25/10/2018,30.87,Scheduled/Released,NO LATER THAN OCTOBER 26TH,,,,FALSE,,A - Regular,12,5,10,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.5145,0:28:06,6.174,760,5,30.87,3800.00,,- ,- ,Scheduled/Released,,0,5,
74770-2,,BALA,Regular,FALSE,74770,High Priority,2,4,0,1520,A-4',PRWLED-800-80-30-S-4'-AP-120-DP-1,25/10/2018,15.224,Scheduled/Released,NO LATER THAN OCTOBER 26TH,,,,FALSE,,A - Regular,12,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.253733333,0:13:51,3.806,380,4,15.22,1520.00,,- ,- ,Scheduled/Released,,0,4,
72370-63,,BALA,Regular,FALSE,72370,High Priority,63,18,0,16020,FD-10'-A,BBRLED-600-90-30-FL-10-CB20934(2)-W-UNV-DP-LDI-TB9-C(1 AT EACH END),18/10/2018,202.104,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,18,72,,,,NO,Machine Shop Started,Material+lensHousing,,,1,1,Partial Order,0,FALSE,0,- ,3.3684,3:03:55,11.228,890,18,202.10,16020.00,,- ,- ,Machine Shop Started,,0,18,
72370-64,,BALA,Regular,FALSE,72370,High Priority,64,6,0,5340,FD-10'-B,BBRLED-600-90-30-FL-10-CB20934(2)-W-UNV-DP-1+LDI-TB9-C(1 AT EACH END),18/10/2018,67.368,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,6,24,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.1228,1:01:18,11.228,890,6,67.37,5340.00,,- ,- ,Machine Shop Started,,0,6,
72370-65,,BALA,Regular,FALSE,72370,High Priority,65,30,0,31500,FD-1-A,BBRLED-600-90-30-FL-10-CB20934(3)-W-UNV-DP-1+LDI-TB9-C(1 AT EACH END + 1 AT CENTER OF RUN),18/10/2018,2254.71,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,30,120,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,37.5785,34:11:47,75.157,1050,30,2254.71,31500.00,,- ,- ,Machine Shop Started,,0,30,
72370-66,,BALA,Regular,FALSE,72370,High Priority,66,20,0,21000,FD-1-B,BBRLED-600-90-30-FL-10-CB20934(3)-W-UNV-DP-1+LDI-TB9-C(1 AT EACH END + 1 AT CENTER OF RUN),18/10/2018,1503.14,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,20,80,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,25.05233333,22:47:51,75.157,1050,20,1503.14,21000.00,,- ,- ,Machine Shop Started,,0,20,
72370-75,,BALA,Regular,FALSE,72370,High Priority,75,1,0,144,FK-3,BSLED-650-90-30-SO-3-W-UNV-DP-1-SB9,18/10/2018,4.186,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,1,1,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.069766667,0:03:49,4.186,144,1,4.19,144.00,,- ,- ,Machine Shop Started,,0,1,
72370-76,,BALA,Regular,FALSE,72370,High Priority,76,4,0,2304,FK-'12',BSLED-650-90-30-SO-12-W-UNV-DP-1-SB9,18/10/2018,37.744,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,4,12,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.629066667,0:34:21,9.436,576,4,37.74,2304.00,,- ,- ,Machine Shop Started,,0,4,
72370-77,,BALA,Regular,FALSE,72370,High Priority,77,1,0,1275,"FN-16' 6""","WWR-SL-500-90-30-L-16' 6""-W-UNV-DP-1-DF",18/10/2018,5.892,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,2,4,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.0982,0:05:22,2.946,637.5,2,5.89,1275.00,,- ,- ,Machine Shop Started,,0,2,
72370-78,,BALA,Regular,FALSE,72370,High Priority,78,4,0,4616,FNE-23',"WWR-SL-500-90-30-L-23-W-UNV-DP-1+E(2)-DF-C(4'EM, 15', 4'EM)",18/10/2018,28.672,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,8,24,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.477866667,0:26:05,3.584,577,8,28.67,4616.00,,- ,- ,Machine Shop Started,,0,8,
72370-79,,BALA,Regular,FALSE,72370,High Priority,79,1,0,1104,FN-23',WWR-SL-500-90-30-L-23-W-UNV-DP-1-DF,18/10/2018,6.789,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,2,6,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.11315,0:06:11,3.3945,552,2,6.79,1104.00,,- ,- ,Machine Shop Started,,0,2,
72370-80,,BALA,Regular,FALSE,72370,High Priority,80,4,0,6000,FN-1-20',WWS-SL-500-90-30-L-20-W-UNV-DP-1-SB9,18/10/2018,23.568,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,8,,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.3928,0:21:27,2.946,750,8,23.57,6000.00,,- ,- ,Machine Shop Started,,0,8,
72370-81,,BALA,Regular,FALSE,72370,High Priority,81,2,0,2150,FNE-14',"WWR-SL-500-90-30-L-14-W-UNV-DP-1+E(1)-DF-C(4' EM, 10')",18/10/2018,12.544,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,10,8,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.209066667,0:11:25,1.2544,215,10,12.54,2150.00,,- ,- ,Machine Shop Started,,0,10,
72370-82,,BALA,Regular,FALSE,72370,High Priority,82,1,0,2450,"FNE-49' 9""","WWR-SL-500-90-30-L-49' 9""-W-UNV-DP-1+E(1)-DF-C(4' EM, 41' 9"", 4' EM)",18/10/2018,16.62,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,5,15,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.277,0:15:07,3.324,490,5,16.62,2450.00,,- ,- ,Machine Shop Started,,0,5,
72370-83,,BALA,Regular,FALSE,72370,High Priority,83,2,0,5380,"FNE-54' 8""","WWR-SL-500-90-30-L-54' 8""-W-UNV-DP-1+E(2)-TB9-C(12', 4' EM, 22' 8"", 4' EM, 12')",18/10/2018,35.392,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,4,30,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.589866667,0:32:12,8.848,1345,4,35.39,5380.00,,- ,- ,Machine Shop Started,,0,4,
72370-84,,BALA,Regular,FALSE,72370,High Priority,84,2,0,2600,"FO-17' 4""","GPRLED-EX1W-500-90-30-RG2-17' 4""-W-UNV-DP-2-TB9-C(5' 4"", 12')",18/10/2018,35.648,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,4,10,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.594133333,0:32:26,8.912,650,4,35.65,2600.00,,- ,- ,Machine Shop Started,,0,4,
72370-85,,BALA,Regular,FALSE,72370,High Priority,85,8,0,10400,"FO-17' 4""","GPRLED-EX1W-500-90-30-RG2-17' 4""-W-UNV-DP-2-TB9-C(7' 4"", 10')",18/10/2018,142.592,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,16,48,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,2.376533333,2:09:46,8.912,650,16,142.59,10400.00,,- ,- ,Machine Shop Started,,0,16,
72370-86,,BALA,Regular,FALSE,72370,High Priority,86,4,0,6700,"FO-21' 11""","GPRLED-EX1W-500-90-30-RG2-21' 11""-W-UNV-DP-2-TB9-C(11' 11"", 10')",18/10/2018,73.924,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,12,20,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.232066667,1:07:16,6.160333333,558.3333333,12,73.92,6700.00,,- ,- ,Machine Shop Started,,0,12,
72370-87,,BALA,Regular,FALSE,72370,High Priority,87,8,0,14000,"FO-22' 11""","GPRLED-EX1W-500-90-30-RG2-22' 11""-W-UNV-DP-2-TB9-C(7' 11"", 15')",18/10/2018,147.848,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,24,48,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,2.464133333,2:14:33,6.160333333,583.3333333,24,147.85,14000.00,,- ,- ,Machine Shop Started,,0,24,
72370-88,,BALA,Regular,FALSE,72370,High Priority,88,8,0,14600,"FO-23' 8""","GPRLED-EX1W-500-90-30-RG2-23' 8""-W-UNV-DP-2-TB9-C(8' 8"", 15')",18/10/2018,147.848,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,24,56,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,2.464133333,2:14:33,6.160333333,608.3333333,24,147.85,14600.00,,- ,- ,Machine Shop Started,,0,24,
72370-90,,BALA,Regular,FALSE,72370,High Priority,90,4,0,6700,"FO-22' 2""","GPRLED-EX1W-500-90-30-RG2-22' 2""-W-UNV-DP-2-TB9-C(12' 2"", 10')",18/10/2018,73.924,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,12,28,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.232066667,1:07:16,6.160333333,558.3333333,12,73.92,6700.00,,- ,- ,Machine Shop Started,,0,12,
72370-91,,BALA,Regular,FALSE,72370,High Priority,91,2,0,3650,"FO-24' 4""","GPRLED-EX1W-500-90-30-RG2-24' 4""-W-UNV-DP-2-TB9-C(9' 4"", 15')",18/10/2018,54.606,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,6,12,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.9101,0:49:41,9.101,608.3333333,6,54.61,3650.00,,- ,- ,Machine Shop Started,,0,6,
72370-92,,BALA,Regular,FALSE,72370,High Priority,92,1,0,1350,"FC-26' 7""","BMPRLED-600-90-30-RG2-26' 7""-W-UNV-DP-1-TB9",18/10/2018,25.579,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,3,7,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.426316667,0:23:17,8.526333333,450,3,25.58,1350.00,,- ,- ,Machine Shop Started,,0,3,
72370-93,,BALA,Regular,FALSE,72370,High Priority,93,3,0,750,FC-5',BMPRLED-600-90-30-RG2-5'-W-UNV-DP-1-TB9,18/10/2018,21.222,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,3,6,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.3537,0:19:19,7.074,250,3,21.22,750.00,,- ,- ,Machine Shop Started,,0,3,
72370-94,,BALA,Regular,FALSE,72370,High Priority,94,4,0,1000,"FC-4' 10""","BMPRLED-600-90-30-RG2-4' 10""-W-UNV-DP-1-TB9",18/10/2018,28.296,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,4,4,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.4716,0:25:45,7.074,250,4,28.30,1000.00,,- ,- ,Machine Shop Started,,0,4,
72370-95,,BALA,Regular,FALSE,72370,High Priority,95,2,0,1400,"FC-13' 6""","BMPRLED-600-90-30-RG2-13' 6""-W-UNV-DP-1-TB9",18/10/2018,29.588,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,4,8,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.493133333,0:26:56,7.397,350,4,29.59,1400.00,,- ,- ,Machine Shop Started,,0,4,
72370-96,,BALA,Regular,FALSE,72370,High Priority,96,1,0,1350,"FC-26' 9""","BMPRLED-600-90-30-RG2-26' 9""-W-UNV-DP-1-TB9",18/10/2018,25.579,Machine Shop Started,"ORDER SPLIT INTO 3 SHIPMENTS
1st SHIPMENT MUST SHIP BY 10/5/2018 - 1 DAY BUFFER
2nd SHIPMENT MUST SHIP BY 10/12/2018 - 1 DAY BUFFER
3rd SHIPMENT MUST SHIP BY 10/19/2018 - 1 DAY BUFFER",Picked - Complete,,,FALSE,,A - Regular,4,3,7,,,,NO,Machine Shop Started,Material+lensHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.426316667,0:23:17,8.526333333,450,3,25.58,1350.00,,- ,- ,Machine Shop Started,,0,3,
74763-1,,BALA,Regular,FALSE,74763,Regular,1,1,0,810,LB87,SCD-500-80-35-FL-4X4-W-UNV-DP-1-CT9(48),25/10/2018,0,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,12,1,2,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,810,1,0.00,810.00,,- ,- ,Scheduled/Released,,0,1,
74753-1,,BALA,Regular,FALSE,74753,Priority,1,1,0,1710,G-18,GPRLED-FC2W-700-80-30-RG2-18'-W-UNV-DP-1-DS-CP,25/10/2018,27.167,Scheduled/Released,10/29 latest,,,,FALSE,,C - Small,12,2,5,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.452783333,0:24:43,13.5835,855,2,27.17,1710.00,,- ,- ,Scheduled/Released,,0,2,
74733-1,,BALA,Regular,FALSE,74733,Regular,1,3,0,2707.5,F7,TB2DILED-400-600-80-35-SO-SO-8-AP-UNV-DP-1-CA(36),25/10/2018,29.667,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,12,3,12,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.49445,0:27:00,9.889,902.5,3,29.67,2707.50,,- ,- ,Scheduled/Released,,0,3,
72293-1,,BALA,Regular,FALSE,72293,Regular,1,1,0,10909,G TYPE 1,"BBRLEDPAT-ASO-98+98+167+174+175+171+76+164+90+169+178-400-80-40-SO-FL-141' 1""-EX-W-UNV-DP-1-DS",23/10/2018,124.214,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,22,35,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,2.070233333,1:53:02,5.646090909,495.8636364,22,124.21,10909.00,,- ,- ,Scheduled/Released,,0,22,
72293-5,,BALA,Regular,FALSE,72293,Regular,5,1,0,18108,G TYPE 5,"BBRLEDPAT-ASO-90(6)+140+121+162+145+131+166-400-80-40-SO-FL-233' 5 5/8""-EX-W-UNV-DP-2-DS",23/10/2018,204.834,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,4,34,63,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,3.4139,3:06:24,6.024529412,532.5882353,34,204.83,18108.00,,- ,- ,Scheduled/Released,,0,34,
72148-1,,BALA,Regular,FALSE,72148,Regular,1,4,0,1064,A5-4',SCR-500-80-35-2P-4-W-120-DP-1-MFTB9-F+CP,19/10/2018,14.956,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,4,4,,Picked - Complete,,NO,Machine Shop Started,+lens+CartridgeHousing,,,1,1,Partial Order,0,FALSE,0,- ,0.249266667,0:13:37,3.739,266,4,14.96,1064.00,,- ,- ,Machine Shop Started,,0,4,
72148-2,,BALA,Regular,FALSE,72148,Regular,2,8,0,4064,A5-6',SCR-500-80-35-2P-6-W-120-DP-1-MFTB9-F+CP,19/10/2018,49,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,8,8,,Picked - Complete,,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.816666667,0:44:35,6.125,508,8,49.00,4064.00,,- ,- ,Machine Shop Started,,0,8,
72148-3,,BALA,Regular,FALSE,72148,Regular,3,10,0,10960,A5-12',SCR-400-80-35-2M-12-W-120-DP-1-MFTB9-F+CP-OS(1),19/10/2018,94.44,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,10,10,,Picked - Complete,,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,1.574,1:25:56,9.444,1096,10,94.44,10960.00,,- ,- ,Machine Shop Started,,0,10,
72148-4,,BALA,Regular,FALSE,72148,Regular,4,1,0,1016,A5-12DF,SCR-400-80-35-2P-12-W-120-DP-1-MFTB9-F+CP,19/10/2018,8.176,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,Picked - Complete,,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.136266667,0:07:26,8.176,1016,1,8.18,1016.00,,- ,- ,Machine Shop Started,,0,1,
72148-5,,BALA,Regular,FALSE,72148,Regular,5,37,0,13579,A10-GRID,SCR-500-80-35-2P-4-W-UNV-DP-1-MFTB9-CP,19/10/2018,138.343,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,37,37,,Picked - Complete,,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,2.305716667,2:05:54,3.739,367,37,138.34,13579.00,,- ,- ,Machine Shop Started,,0,37,
72148-6,,BALA,Regular,FALSE,72148,Regular,6,2,0,734,A10-DW,SCR-500-80-35-2P-4-W-UNV-DP-1-DF-CP,19/10/2018,7.478,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,7,2,2,,Picked - Complete,,NO,Machine Shop Started,+lens+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.124633333,0:06:48,3.739,367,2,7.48,734.00,,- ,- ,Machine Shop Started,,0,2,
72139-1,,BALA,Regular,FALSE,72139,High Priority,1,3,0,1752,AD,SCR-400-80-35-0.5M-8-W-120-DP-1-DS-C(SEPARATE CORD DIM/POWER ON SAME SIDE),24/10/2018,24.342,Machine Shop Started,Must ship 10/24 - Order has been swapped.,Picked - Complete,09/10/2018,,FALSE,,A - Regular,1,3,3,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge,,,1,#REF!,Complete,0,FALSE,0,- ,0.4057,0:22:09,8.114,584,3,24.34,1752.00,,- ,- ,Machine Shop Started,,0,3,
72139-2,,BALA,Regular,FALSE,72139,High Priority,2,4,0,3456,RS,BMDLED-750-80-35-SO-12-W-120-DP-1-CT15(60)-C(SEPERATE CABLES FOR POWER AND DIMMING REQUIRE CANOPY FOR 2 CABLE DROPS),24/10/2018,37.656,Machine Shop Started,Must ship 10/24 - Order has been swapped.,Picked - Complete,09/10/2018,,TRUE,,A - Regular,1,4,12,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge,,,0,#REF!,Complete,Wrong part in BOM,TRUE,,- ,0.6276,0:34:16,9.414,864,4,37.66,3456.00,,- ,- ,Machine Shop Started,,0,4,
72139-3,,BALA,Regular,FALSE,72139,High Priority,3,2,0,1818,RS,BMDLED-750-80-35-SO-12-W-120-DP-1+NL(1)-CT15(60)-C(SEPERATE CABLES FOR POWER AND DIMMING REQUIRE CANOPY FOR 2 CABLE DROPS),24/10/2018,20.188,Machine Shop Started,Must ship 10/24 - Order has been swapped.,Picked - Complete,09/10/2018,,TRUE,,A - Regular,1,2,6,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge,,,0,#REF!,Complete,Wrong part in BOM,TRUE,,- ,0.336466667,0:18:22,10.094,909,2,20.19,1818.00,,- ,- ,Machine Shop Started,,0,2,
